"categoria","termino","descripcion","genes_universo","genes_conjunto","esperados","p","genes","q"
"Process","GO:0019725","Cellular homeostasis",6,0,1.5,1,"",1
"Process","GO:0019856","Pyrimidine nucleobase biosynthetic process",5,0,1.2,1,"",1
"Process","GO:0019877","Diaminopimelate biosynthetic process",5,0,1.2,1,"",1
"Process","GO:0019954","Asexual reproduction",3,0,0.7,1,"",1
"Process","GO:0022402","Cell cycle process",4,0,1,1,"",1
"Process","GO:0022414","Reproductive process",3,0,0.7,1,"",1
"Process","GO:0030163","Protein catabolic process",3,0,0.7,1,"",1
"Process","GO:0030488","tRNA methylation",5,0,1.2,1,"",1
"Process","GO:0031554","Regulation of DNA-templated transcription, termination",3,0,0.7,1,"",1
"Process","GO:0031564","Transcription antitermination",3,0,0.7,1,"",1
"Process","GO:0032505","Reproduction of a single-celled organism",3,0,0.7,1,"",1
"Process","GO:0032506","Cytokinetic process",3,0,0.7,1,"",1
"Process","GO:0042274","Ribosomal small subunit biogenesis",4,0,1,1,"",1
"Process","GO:0042559","Pteridine-containing compound biosynthetic process",4,0,1,1,"",1
"Process","GO:0042592","Homeostatic process",7,0,1.7,1,"",1
"Process","GO:0042726","Flavin-containing compound metabolic process",4,0,1,1,"",1
"Process","GO:0042727","Flavin-containing compound biosynthetic process",4,0,1,1,"",1
"Process","GO:0042816","Vitamin B6 metabolic process",3,0,0.7,1,"",1
"Process","GO:0042819","Vitamin B6 biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0043093","FtsZ-dependent cytokinesis",3,0,0.7,1,"",1
"Process","GO:0044205","De novo UMP biosynthetic process",6,0,1.5,1,"",1
"Process","GO:0044282","Small molecule catabolic process",8,0,2,1,"",1
"Process","GO:0045017","Glycerolipid biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0045454","Cell redox homeostasis",5,0,1.2,1,"",1
"Process","GO:0046031","ADP metabolic process",7,0,1.7,1,"",1
"Process","GO:0046033","AMP metabolic process",3,0,0.7,1,"",1
"Process","GO:0046049","UMP metabolic process",6,0,1.5,1,"",1
"Process","GO:0046112","Nucleobase biosynthetic process",7,0,1.7,1,"",1
"Process","GO:0046364","Monosaccharide biosynthetic process",5,0,1.2,1,"",1
"Process","GO:0046385","Deoxyribose phosphate biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0046395","Carboxylic acid catabolic process",6,0,1.5,1,"",1
"Process","GO:0046434","Organophosphate catabolic process",4,0,1,1,"",1
"Process","GO:0046474","Glycerophospholipid biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0046486","Glycerolipid metabolic process",4,0,1,1,"",1
"Process","GO:0046490","Isopentenyl diphosphate metabolic process",4,0,1,1,"",1
"Process","GO:0046654","Tetrahydrofolate biosynthetic process",3,0,0.7,1,"",1
"Process","GO:0051156","Glucose 6-phosphate metabolic process",3,0,0.7,1,"",1
"Process","GO:0051301","Cell division",25,0,6.2,1,"",1
"Process","GO:0051604","Protein maturation",4,0,1,1,"",1
"Process","GO:0051668","Localization within membrane",5,0,1.2,1,"",1
"Process","GO:0062197","Cellular response to chemical stress",3,0,0.7,1,"",1
"Process","GO:0065003","Protein-containing complex assembly",15,0,3.7,1,"",1
"Process","GO:0070475","rRNA base methylation",4,0,1,1,"",1
"Process","GO:0072657","Protein localization to membrane",5,0,1.2,1,"",1
"Process","GO:0090150","Establishment of protein localization to membrane",5,0,1.2,1,"",1
"Process","GO:0090529","Cell septum assembly",3,0,0.7,1,"",1
"Process","GO:1901606","Alpha-amino acid catabolic process",5,0,1.2,1,"",1
"Process","GO:1901678","Iron coordination entity transport",6,0,1.5,1,"",1
"Component","GO:0000428","DNA-directed RNA polymerase complex",5,0,1.2,1,"",1
"Component","GO:0009317","acetyl-CoA carboxylase complex",3,0,0.7,1,"",1
"Component","GO:0009380","Excinuclease repair complex",3,0,0.7,1,"",1
"Component","GO:0015934","Large ribosomal subunit",8,0,2,1,"",1
"Component","GO:0015935","Small ribosomal subunit",6,0,1.5,1,"",1
"Component","GO:0030880","RNA polymerase complex",5,0,1.2,1,"",1
"Component","GO:0032153","Cell division site",3,0,0.7,1,"",1
"Component","GO:0033177","Proton-transporting two-sector ATPase complex, proton-transporting domain",4,0,1,1,"",1
"Component","GO:0044391","Ribosomal subunit",14,0,3.5,1,"",1
"Component","GO:0045263","Proton-transporting ATP synthase complex, coupling factor F(o)",4,0,1,1,"",1
"Component","GO:1905347","Endodeoxyribonuclease complex",3,0,0.7,1,"",1
"Component","GO:1990391","DNA repair complex",4,0,1,1,"",1
"Component","GO:1990904","Ribonucleoprotein complex",15,0,3.7,1,"",1
"Function","GO:0000155","Phosphorelay sensor kinase activity",8,0,2,1,"",1
"Function","GO:0003684","Damaged DNA binding",5,0,1.2,1,"",1
"Function","GO:0003746","Translation elongation factor activity",6,0,1.5,1,"",1
"Function","GO:0003755","Peptidyl-prolyl cis-trans isomerase activity",5,0,1.2,1,"",1
"Function","GO:0003899","DNA-directed 5-3 RNA polymerase activity",5,0,1.2,1,"",1
"Function","GO:0004129","Cytochrome-c oxidase activity",3,0,0.7,1,"",1
"Function","GO:0004176","ATP-dependent peptidase activity",3,0,0.7,1,"",1
"Function","GO:0004222","Metalloendopeptidase activity",6,0,1.5,1,"",1
"Function","GO:0004312","Fatty acid synthase activity",9,0,2.2,1,"",1
"Function","GO:0004315","3-oxoacyl-[acyl-carrier-protein] synthase activity",3,0,0.7,1,"",1
"Function","GO:0004520","Endodeoxyribonuclease activity",4,0,1,1,"",1
"Function","GO:0004529","Exodeoxyribonuclease activity",4,0,1,1,"",1
"Function","GO:0004536","Deoxyribonuclease activity",9,0,2.2,1,"",1
"Function","GO:0004553","Hydrolase activity, hydrolyzing O-glycosyl compounds",3,0,0.7,1,"",1
"Function","GO:0008169","C-methyltransferase activity",3,0,0.7,1,"",1
"Function","GO:0008171","O-methyltransferase activity",5,0,1.2,1,"",1
"Function","GO:0008175","tRNA methyltransferase activity",5,0,1.2,1,"",1
"Function","GO:0008276","Protein methyltransferase activity",4,0,1,1,"",1
"Function","GO:0008933","Lytic transglycosylase activity",3,0,0.7,1,"",1
"Function","GO:0009381","Excinuclease ABC activity",3,0,0.7,1,"",1
"Function","GO:0015035","Protein-disulfide reductase activity",7,0,1.7,1,"",1
"Function","GO:0015036","Disulfide oxidoreductase activity",10,0,2.5,1,"",1
"Function","GO:0015232","Heme transmembrane transporter activity",5,0,1.2,1,"",1
"Function","GO:0015293","Symporter activity",3,0,0.7,1,"",1
"Function","GO:0016417","S-acyltransferase activity",3,0,0.7,1,"",1
"Function","GO:0016614","Oxidoreductase activity, acting on CH-OH group of donors",11,0,2.7,1,"",1
"Function","GO:0016616","Oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",11,0,2.7,1,"",1
"Function","GO:0016620","Oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",5,0,1.2,1,"",1
"Function","GO:0016624","Oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",3,0,0.7,1,"",1
"Function","GO:0016628","Oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",3,0,0.7,1,"",1
"Function","GO:0016645","Oxidoreductase activity, acting on the CH-NH group of donors",6,0,1.5,1,"",1
"Function","GO:0016646","Oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor",5,0,1.2,1,"",1
"Function","GO:0016667","Oxidoreductase activity, acting on a sulfur group of donors",12,0,3,1,"",1
"Function","GO:0016668","Oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",5,0,1.2,1,"",1
"Function","GO:0016675","Oxidoreductase activity, acting on a heme group of donors",4,0,1,1,"",1
"Function","GO:0016774","Phosphotransferase activity, carboxyl group as acceptor",4,0,1,1,"",1
"Function","GO:0016780","Phosphotransferase activity, for other substituted phosphate groups",5,0,1.2,1,"",1
"Function","GO:0016796","Exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5-phosphomonoesters",5,0,1.2,1,"",1
"Function","GO:0016798","Hydrolase activity, acting on glycosyl bonds",10,0,2.5,1,"",1
"Function","GO:0016799","Hydrolase activity, hydrolyzing N-glycosyl compounds",7,0,1.7,1,"",1
"Function","GO:0016812","Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",3,0,0.7,1,"",1
"Function","GO:0016814","Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",7,0,1.7,1,"",1
"Function","GO:0016854","Racemase and epimerase activity",4,0,1,1,"",1
"Function","GO:0016855","Racemase and epimerase activity, acting on amino acids and derivatives",3,0,0.7,1,"",1
"Function","GO:0016859","Cis-trans isomerase activity",5,0,1.2,1,"",1
"Function","GO:0016860","Intramolecular oxidoreductase activity",4,0,1,1,"",1
"Function","GO:0016861","Intramolecular oxidoreductase activity, interconverting aldoses and ketoses",3,0,0.7,1,"",1
"Function","GO:0016877","Ligase activity, forming carbon-sulfur bonds",4,0,1,1,"",1
"Function","GO:0016878","Acid-thiol ligase activity",3,0,0.7,1,"",1
"Function","GO:0016880","Acid-ammonia (or amide) ligase activity",3,0,0.7,1,"",1
"Function","GO:0016895","Exodeoxyribonuclease activity, producing 5-phosphomonoesters",4,0,1,1,"",1
"Function","GO:0016903","Oxidoreductase activity, acting on the aldehyde or oxo group of donors",8,0,2,1,"",1
"Function","GO:0019104","DNA N-glycosylase activity",6,0,1.5,1,"",1
"Function","GO:0019238","Cyclohydrolase activity",3,0,0.7,1,"",1
"Function","GO:0019239","Deaminase activity",4,0,1,1,"",1
"Function","GO:0030527","Structural constituent of chromatin",3,0,0.7,1,"",1
"Function","GO:0034062","5-3 RNA polymerase activity",5,0,1.2,1,"",1
"Function","GO:0036361","Racemase activity, acting on amino acids and derivatives",3,0,0.7,1,"",1
"Function","GO:0042578","Phosphoric ester hydrolase activity",4,0,1,1,"",1
"Function","GO:0046873","Metal ion transmembrane transporter activity",5,0,1.2,1,"",1
"Function","GO:0047134","Protein-disulfide reductase (NAD(P)) activity",3,0,0.7,1,"",1
"Function","GO:0047429","Nucleoside-triphosphate diphosphatase activity",5,0,1.2,1,"",1
"Function","GO:0047661","Amino-acid racemase activity",3,0,0.7,1,"",1
"Function","GO:0050567","glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity",3,0,0.7,1,"",1
"Function","GO:0050661","NADP binding",9,0,2.2,1,"",1
"Function","GO:0070566","Adenylyltransferase activity",4,0,1,1,"",1
"Function","GO:0070567","Cytidylyltransferase activity",4,0,1,1,"",1
"Function","GO:0097573","Glutathione oxidoreductase activity",3,0,0.7,1,"",1
"Function","GO:0097747","RNA polymerase activity",5,0,1.2,1,"",1
"Function","GO:0098772","Molecular function regulator activity",3,0,0.7,1,"",1
"Function","GO:0140104","Molecular carrier activity",3,0,0.7,1,"",1
"Function","GO:0140299","Small molecule sensor activity",12,0,3,1,"",1
"Function","GO:0140612","DNA damage sensor activity",4,0,1,1,"",1
"Function","GO:0140664","ATP-dependent DNA damage sensor activity",4,0,1,1,"",1
"Keyword","KW-0129","CBS domain",5,0,1.2,1,"",1
"Keyword","KW-0131","Cell cycle",25,0,6.2,1,"",1
"Keyword","KW-0132","Cell division",25,0,6.2,1,"",1
"Keyword","KW-0138","CF(0)",4,0,1,1,"",1
"Keyword","KW-0159","Chromosome partition",3,0,0.7,1,"",1
"Keyword","KW-0170","Cobalt",4,0,1,1,"",1
"Keyword","KW-0201","Cytochrome c-type biogenesis",5,0,1.2,1,"",1
"Keyword","KW-0220","Diaminopimelate biosynthesis",5,0,1.2,1,"",1
"Keyword","KW-0228","DNA excision",3,0,0.7,1,"",1
"Keyword","KW-0240","DNA-directed RNA polymerase",5,0,1.2,1,"",1
"Keyword","KW-0251","Elongation factor",5,0,1.2,1,"",1
"Keyword","KW-0267","Excision nuclease",3,0,0.7,1,"",1
"Keyword","KW-0312","Gluconeogenesis",3,0,0.7,1,"",1
"Keyword","KW-0324","Glycolysis",5,0,1.2,1,"",1
"Keyword","KW-0326","Glycosidase",6,0,1.5,1,"",1
"Keyword","KW-0414","Isoprene biosynthesis",5,0,1.2,1,"",1
"Keyword","KW-0450","Lipoyl",4,0,1,1,"",1
"Keyword","KW-0464","Manganese",10,0,2.5,1,"",1
"Keyword","KW-0521","NADP",19,0,4.7,1,"",1
"Keyword","KW-0545","Nucleotide biosynthesis",4,0,1,1,"",1
"Keyword","KW-0592","Phosphate transport",3,0,0.7,1,"",1
"Keyword","KW-0594","Phospholipid biosynthesis",6,0,1.5,1,"",1
"Keyword","KW-0664","Pyridoxine biosynthesis",3,0,0.7,1,"",1
"Keyword","KW-0665","Pyrimidine biosynthesis",9,0,2.2,1,"",1
"Keyword","KW-0670","Pyruvate",7,0,1.7,1,"",1
"Keyword","KW-0677","Repeat",13,0,3.2,1,"",1
"Keyword","KW-0686","Riboflavin biosynthesis",3,0,0.7,1,"",1
"Keyword","KW-0690","Ribosome biogenesis",7,0,1.7,1,"",1
"Keyword","KW-0697","Rotamase",4,0,1,1,"",1
"Keyword","KW-0704","Schiff base",3,0,0.7,1,"",1
"Keyword","KW-0717","Septation",4,0,1,1,"",1
"Keyword","KW-0806","Transcription termination",3,0,0.7,1,"",1
"Keyword","KW-0820","tRNA-binding",12,0,3,1,"",1
"Keyword","KW-0889","Transcription antitermination",3,0,0.7,1,"",1
"Keyword","KW-0902","Two-component regulatory system",9,0,2.2,1,"",1
"Keyword","KW-1015","Disulfide bond",6,0,1.5,1,"",1
"Keyword","KW-1134","Transmembrane beta strand",3,0,0.7,1,"",1
"Keyword","KW-1208","Phospholipid metabolism",6,0,1.5,1,"",1
"KEGG","bbk00051","Fructose and mannose metabolism",3,0,0.7,1,"",1
"KEGG","bbk00261","Monobactam biosynthesis",4,0,1,1,"",1
"KEGG","bbk00310","Lysine degradation",4,0,1,1,"",1
"KEGG","bbk00330","Arginine and proline metabolism",9,0,2.2,1,"",1
"KEGG","bbk00380","Tryptophan metabolism",4,0,1,1,"",1
"KEGG","bbk00561","Glycerolipid metabolism",4,0,1,1,"",1
"KEGG","bbk00564","Glycerophospholipid metabolism",9,0,2.2,1,"",1
"KEGG","bbk00740","Riboflavin metabolism",5,0,1.2,1,"",1
"KEGG","bbk00750","Vitamin B6 metabolism",4,0,1,1,"",1
"KEGG","bbk00790","Folate biosynthesis",4,0,1,1,"",1
"KEGG","bbk00900","Terpenoid backbone biosynthesis",7,0,1.7,1,"",1
"KEGG","bbk00910","Nitrogen metabolism",4,0,1,1,"",1
"KEGG","bbk01502","Vancomycin resistance",5,0,1.2,1,"",1
"KEGG","bbk03020","RNA polymerase",4,0,1,1,"",1
"KEGG","bbk04122","Sulfur relay system",3,0,0.7,1,"",1
"InterPro","IPR000089","Biotin/lipoyl attachment",5,0,1.2,1,"",1
"InterPro","IPR000119","Histone-like DNA-binding protein",3,0,0.7,1,"",1
"InterPro","IPR000182","GNAT domain",3,0,0.7,1,"",1
"InterPro","IPR000362","Fumarate lyase family",3,0,0.7,1,"",1
"InterPro","IPR000462","CDP-alcohol phosphatidyltransferase",3,0,0.7,1,"",1
"InterPro","IPR000640","Elongation factor EFG, domain V-like",3,0,0.7,1,"",1
"InterPro","IPR000644","CBS domain",5,0,1.2,1,"",1
"InterPro","IPR000713","Mur ligase, N-terminal catalytic domain",3,0,0.7,1,"",1
"InterPro","IPR000836","Phosphoribosyltransferase domain",4,0,1,1,"",1
"InterPro","IPR001048","Aspartate/glutamate/uridylate kinase",4,0,1,1,"",1
"InterPro","IPR001100","Pyridine nucleotide-disulphide oxidoreductase, class I",3,0,0.7,1,"",1
"InterPro","IPR001451","Hexapeptide repeat",5,0,1.2,1,"",1
"InterPro","IPR001537","tRNA/rRNA methyltransferase, SpoU type",5,0,1.2,1,"",1
"InterPro","IPR001623","DnaJ domain",3,0,0.7,1,"",1
"InterPro","IPR001867","OmpR/PhoB-type DNA-binding domain",7,0,1.7,1,"",1
"InterPro","IPR002052","DNA methylase, N-6 adenine-specific, conserved site",6,0,1.5,1,"",1
"InterPro","IPR002104","Integrase, catalytic domain",3,0,0.7,1,"",1
"InterPro","IPR002109","Glutaredoxin",3,0,0.7,1,"",1
"InterPro","IPR002314","Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)",3,0,0.7,1,"",1
"InterPro","IPR002347","Short-chain dehydrogenase/reductase SDR",4,0,1,1,"",1
"InterPro","IPR002481","Ferric-uptake regulator",3,0,0.7,1,"",1
"InterPro","IPR003016","2-oxo acid dehydrogenase, lipoyl-binding site",4,0,1,1,"",1
"InterPro","IPR003660","HAMP domain",4,0,1,1,"",1
"InterPro","IPR003661","Signal transduction histidine kinase, dimerisation/phosphoacceptor domain",7,0,1.7,1,"",1
"InterPro","IPR004087","K Homology domain",4,0,1,1,"",1
"InterPro","IPR004099","Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain",3,0,0.7,1,"",1
"InterPro","IPR004101","Mur ligase, C-terminal",4,0,1,1,"",1
"InterPro","IPR004161","Translation elongation factor EFTu-like, domain 2",5,0,1.2,1,"",1
"InterPro","IPR004358","Signal transduction histidine kinase-related protein, C-terminal",8,0,2,1,"",1
"InterPro","IPR004841","Amino acid permease/ SLC12A domain",3,0,0.7,1,"",1
"InterPro","IPR005122","Uracil-DNA glycosylase-like",3,0,0.7,1,"",1
"InterPro","IPR005135","Endonuclease/exonuclease/phosphatase",3,0,0.7,1,"",1
"InterPro","IPR005467","Histidine kinase domain",9,0,2.2,1,"",1
"InterPro","IPR006145","Pseudouridine synthase, RsuA/RluA-like",3,0,0.7,1,"",1
"InterPro","IPR007848","Methyltransferase small domain",3,0,0.7,1,"",1
"InterPro","IPR008948","L-Aspartase-like",3,0,0.7,1,"",1
"InterPro","IPR008991","Translation protein SH3-like domain superfamily",5,0,1.2,1,"",1
"InterPro","IPR009019","K homology domain superfamily, prokaryotic type",3,0,0.7,1,"",1
"InterPro","IPR010065","Amino acid ABC transporter, permease protein, 3-TM domain",4,0,1,1,"",1
"InterPro","IPR010978","Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm",3,0,0.7,1,"",1
"InterPro","IPR010992","Integration host factor (IHF)-like DNA-binding domain superfamily",3,0,0.7,1,"",1
"InterPro","IPR011004","Trimeric LpxA-like superfamily",5,0,1.2,1,"",1
"InterPro","IPR011010","DNA breaking-rejoining enzyme, catalytic core",3,0,0.7,1,"",1
"InterPro","IPR011053","Single hybrid motif",5,0,1.2,1,"",1
"InterPro","IPR011257","DNA glycosylase",3,0,0.7,1,"",1
"InterPro","IPR012676","TGS-like",3,0,0.7,1,"",1
"InterPro","IPR012999","Pyridine nucleotide-disulphide oxidoreductase, class I, active site",3,0,0.7,1,"",1
"InterPro","IPR013221","Mur ligase, central",5,0,1.2,1,"",1
"InterPro","IPR013762","Integrase-like, catalytic domain superfamily",3,0,0.7,1,"",1
"InterPro","IPR013785","Aldolase-type TIM barrel",17,0,4.2,1,"",1
"InterPro","IPR013815","ATP-grasp fold, subdomain 1",8,0,2,1,"",1
"InterPro","IPR014722","Ribosomal protein L2, domain 2",4,0,1,1,"",1
"InterPro","IPR014746","Glutamine synthetase/guanido kinase, catalytic domain",4,0,1,1,"",1
"InterPro","IPR015797","NUDIX hydrolase-like domain superfamily",3,0,0.7,1,"",1
"InterPro","IPR015946","K homology domain-like, alpha/beta",5,0,1.2,1,"",1
"InterPro","IPR016032","Signal transduction response regulator, C-terminal effector",4,0,1,1,"",1
"InterPro","IPR016156","FAD/NAD-linked reductase, dimerisation domain superfamily",3,0,0.7,1,"",1
"InterPro","IPR016169","FAD-binding, type PCMH, subdomain 2",4,0,1,1,"",1
"InterPro","IPR016181","Acyl-CoA N-acyltransferase",3,0,0.7,1,"",1
"InterPro","IPR016193","Cytidine deaminase-like",3,0,0.7,1,"",1
"InterPro","IPR017937","Thioredoxin, conserved site",4,0,1,1,"",1
"InterPro","IPR018357","Hexapeptide transferase, conserved site",4,0,1,1,"",1
"InterPro","IPR020557","Fumarate lyase, conserved site",3,0,0.7,1,"",1
"InterPro","IPR022761","Fumarate lyase, N-terminal",3,0,0.7,1,"",1
"InterPro","IPR023753","FAD/NAD(P)-binding domain",4,0,1,1,"",1
"InterPro","IPR024083","Fumarase/histidase, N-terminal",3,0,0.7,1,"",1
"InterPro","IPR027304","Trigger factor/SurA domain superfamily",4,0,1,1,"",1
"InterPro","IPR029001","Inosine triphosphate pyrophosphatase-like",3,0,0.7,1,"",1
"InterPro","IPR029044","Nucleotide-diphospho-sugar transferases",4,0,1,1,"",1
"InterPro","IPR029045","ClpP/crotonase-like domain superfamily",5,0,1.2,1,"",1
"InterPro","IPR029057","Phosphoribosyltransferase-like",4,0,1,1,"",1
"InterPro","IPR029064","50S ribosomal protein L30e-like",4,0,1,1,"",1
"InterPro","IPR029069","HotDog domain superfamily",4,0,1,1,"",1
"InterPro","IPR032466","Metal-dependent hydrolase",3,0,0.7,1,"",1
"InterPro","IPR034904","Fe-S cluster assembly domain superfamily",3,0,0.7,1,"",1
"InterPro","IPR036097","Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily",8,0,2,1,"",1
"InterPro","IPR036318","FAD-binding, type PCMH-like superfamily",4,0,1,1,"",1
"InterPro","IPR036393","Acetylglutamate kinase-like superfamily",4,0,1,1,"",1
"InterPro","IPR036565","Mur-like, catalytic domain superfamily",5,0,1.2,1,"",1
"InterPro","IPR036615","Mur ligase, C-terminal domain superfamily",5,0,1.2,1,"",1
"InterPro","IPR036691","Endonuclease/exonuclease/phosphatase superfamily",3,0,0.7,1,"",1
"InterPro","IPR036869","Chaperone J-domain superfamily",3,0,0.7,1,"",1
"InterPro","IPR036895","Uracil-DNA glycosylase-like domain superfamily",3,0,0.7,1,"",1
"InterPro","IPR039420","Transcriptional regulatory protein WalR-like",7,0,1.7,1,"",1
"InterPro","IPR043130","CDP-alcohol phosphatidyltransferase, transmembrane domain",3,0,0.7,1,"",1
"InterPro","IPR043429","ABC transporter membrane protein permease protein ArtM/GltK/GlnP/TcyL/YhdX-like",3,0,0.7,1,"",1
"InterPro","IPR046342","CBS domain superfamily",5,0,1.2,1,"",1
"InterPro","IPR046346","Aminoacid dehydrogenase-like, N-terminal domain superfamily",4,0,1,1,"",1
"InterPro","IPR046357","Peptidyl-prolyl cis-trans isomerase domain superfamily",3,0,0.7,1,"",1
"Pfam","PF00132","Bacterial transferase hexapeptide (six repeats)",4,0,1,1,"",1
"Pfam","PF00133","tRNA synthetases class I (I, L, M and V)",3,0,0.7,1,"",1
"Pfam","PF00206","Lyase",3,0,0.7,1,"",1
"Pfam","PF00324","Amino acid permease",3,0,0.7,1,"",1
"Pfam","PF00364","Biotin-requiring enzyme",3,0,0.7,1,"",1
"Pfam","PF00587","tRNA synthetase class II core domain (G, H, P, S and T)",3,0,0.7,1,"",1
"Pfam","PF00588","SpoU rRNA Methylase family",5,0,1.2,1,"",1
"Pfam","PF00696","Amino acid kinase family",4,0,1,1,"",1
"Pfam","PF00849","RNA pseudouridylate synthase",3,0,0.7,1,"",1
"Pfam","PF01066","CDP-alcohol phosphatidyltransferase",3,0,0.7,1,"",1
"Pfam","PF01134","Glucose inhibited division protein A",3,0,0.7,1,"",1
"Pfam","PF01225","Mur ligase family, catalytic domain",3,0,0.7,1,"",1
"Pfam","PF01406","tRNA synthetases class I (C) catalytic domain",3,0,0.7,1,"",1
"Pfam","PF01475","Ferric uptake regulator family",3,0,0.7,1,"",1
"Pfam","PF01926","50S ribosome-binding GTPase",7,0,1.7,1,"",1
"Pfam","PF02852","Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain",3,0,0.7,1,"",1
"Pfam","PF02875","Mur ligase family, glutamate ligase domain",4,0,1,1,"",1
"Pfam","PF03144","Elongation factor Tu domain 2",5,0,1.2,1,"",1
"Pfam","PF03372","Endonuclease/Exonuclease/phosphatase family",3,0,0.7,1,"",1
"Pfam","PF08245","Mur ligase middle domain",5,0,1.2,1,"",1
"Pfam","PF14602","Hexapeptide repeat of succinyl-transferase",4,0,1,1,"",1
