"categoria","termino","descripcion","genes_universo","genes_conjunto","esperados","p","genes","q"
"Process","GO:0006260","DNA replication",23,8,5.7,0.183462016639229,"RS00540;RS00915;RS03525;dnaA;holA;nrdF;polA;recF",1
"Process","GO:0098660","Inorganic ion transmembrane transport",23,8,5.7,0.183462016639229,"RS00555;RS00565;RS05600;atpA;atpC;atpD;mnhG;pstA",1
"Process","GO:0006091","Generation of precursor metabolites and energy",45,14,11.1,0.196078398709252,"RS00465;RS03795;RS03800;RS03805;RS03855;acnA;gltA;nuoF;nuoG;nuoL;nuoN;sdhA;sdhC;sdhD",1
"Process","GO:0009605","Response to external stimulus",13,5,3.2,0.196488666789958,"RS05555;RS05620;RS05635;fliN;recF",1
"Process","GO:0009064","Glutamine family amino acid metabolic process",20,7,4.9,0.201917441525228,"RS00330;RS06280;RS06625;argJ;glmS;guaA;purQ",1
"Process","GO:0009199","Ribonucleoside triphosphate metabolic process",20,7,4.9,0.201917441525228,"RS00555;RS00565;RS05600;atpA;atpC;atpD;ndk",1
"Process","GO:0051246","Regulation of protein metabolic process",20,7,4.9,0.201917441525228,"RS06615;ettA;hflC;infA;infB;prfA;rsfS",1
"Keyword","KW-0269","Exonuclease",10,4,2.5,0.215510144471141,"RS00965;RS05940;addA;addB",1
"Function","GO:0015318","Inorganic molecular entity transmembrane transporter activity",24,8,5.9,0.219702130920794,"RS00555;RS00565;RS05600;atpA;atpC;atpD;mnhG;pstA",1
"Process","GO:0006417","Regulation of translation",17,6,4.2,0.22305032019704,"RS06615;ettA;infA;infB;prfA;rsfS",1
"Process","GO:0010608","Post-transcriptional regulation of gene expression",17,6,4.2,0.22305032019704,"RS06615;ettA;infA;infB;prfA;rsfS",1
"Process","GO:0034248","Regulation of cellular amide metabolic process",17,6,4.2,0.22305032019704,"RS06615;ettA;infA;infB;prfA;rsfS",1
"Process","GO:0046034","ATP metabolic process",17,6,4.2,0.22305032019704,"RS00555;RS00565;RS05600;atpA;atpC;atpD",1
"Process","GO:2000112","Regulation of cellular macromolecule biosynthetic process",17,6,4.2,0.22305032019704,"RS06615;ettA;infA;infB;prfA;rsfS",1
"Function","GO:0015075","Ion transmembrane transporter activity",28,9,6.9,0.234124703650969,"RS00175;RS00555;RS00565;RS05350;RS05600;atpA;atpC;atpD;mnhG",1
"Process","GO:0006261","DNA-templated DNA replication",7,3,1.7,0.236157083406978,"RS00540;dnaA;polA",1
"Process","GO:0009245","Lipid A biosynthetic process",7,3,1.7,0.236157083406978,"lpxB;lpxC;lpxK",1
"Process","GO:0009892","Negative regulation of metabolic process",7,3,1.7,0.236157083406978,"ettA;flbT;rsfS",1
"Process","GO:0046493","Lipid A metabolic process",7,3,1.7,0.236157083406978,"lpxB;lpxC;lpxK",1
"Process","GO:0048519","Negative regulation of biological process",7,3,1.7,0.236157083406978,"ettA;flbT;rsfS",1
"Process","GO:1901269","Lipooligosaccharide metabolic process",7,3,1.7,0.236157083406978,"lpxB;lpxC;lpxK",1
"Process","GO:1901271","Lipooligosaccharide biosynthetic process",7,3,1.7,0.236157083406978,"lpxB;lpxC;lpxK",1
"Function","GO:0022884","Macromolecule transmembrane transporter activity",7,3,1.7,0.236157083406978,"RS03540;murJ;secD",1
"InterPro","IPR014001","Helicase superfamily 1/2, ATP-binding domain",7,3,1.7,0.236157083406978,"RS00540;RS04285;recG",1
"InterPro","IPR036259","MFS transporter superfamily",7,3,1.7,0.236157083406978,"RS00580;RS04360;RS05285",1
"InterPro","IPR036397","Ribonuclease H superfamily",7,3,1.7,0.236157083406978,"RS05940;polA;rnhA",1
"Process","GO:0098662","Inorganic cation transmembrane transport",21,7,5.2,0.242883139719141,"RS00555;RS00565;RS05600;atpA;atpC;atpD;mnhG",1
"Function","GO:0051539","4 iron, 4 sulfur cluster binding",21,7,5.2,0.242883139719141,"RS00465;RS03800;acnA;miaB;nuoF;nuoG;thiC",1
"Process","GO:0034220","Ion transmembrane transport",32,10,7.9,0.2460853822879,"RS00175;RS00555;RS00565;RS05350;RS05600;atpA;atpC;atpD;mnhG;pstA",1
"Keyword","KW-0235","DNA replication",14,5,3.5,0.247617800549804,"RS00540;dnaA;nrdF;polA;recF",1
"Process","GO:0009150","Purine ribonucleotide metabolic process",47,14,11.6,0.249995878503362,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;gmk;guaA;ndk;purL;purM;purQ",1
"Process","GO:0006352","DNA-templated transcription, initiation",4,2,1,0.255859611905368,"RS00625;RS01230",1
"Process","GO:0006401","RNA catabolic process",4,2,1,0.255859611905368,"flbT;rnhA",1
"Process","GO:0006413","Translational initiation",4,2,1,0.255859611905368,"infA;infB",1
"Process","GO:0006415","Translational termination",4,2,1,0.255859611905368,"RS06615;prfA",1
"Process","GO:0022411","Cellular component disassembly",4,2,1,0.255859611905368,"RS06615;prfA",1
"Process","GO:0031324","Negative regulation of cellular metabolic process",4,2,1,0.255859611905368,"ettA;rsfS",1
"Process","GO:0032984","Protein-containing complex disassembly",4,2,1,0.255859611905368,"RS06615;prfA",1
"Process","GO:0051172","Negative regulation of nitrogen compound metabolic process",4,2,1,0.255859611905368,"ettA;rsfS",1
"Process","GO:2000142","Regulation of DNA-templated transcription, initiation",4,2,1,0.255859611905368,"RS00625;RS01230",1
"Function","GO:0003697","Single-stranded DNA binding",4,2,1,0.255859611905368,"RS00915;recF",1
"Function","GO:0004180","Carboxypeptidase activity",4,2,1,0.255859611905368,"RS02770;RS03920",1
"Function","GO:0004185","Serine-type carboxypeptidase activity",4,2,1,0.255859611905368,"RS02770;RS03920",1
"Function","GO:0016987","Sigma factor activity",4,2,1,0.255859611905368,"RS00625;RS01230",1
"Function","GO:0043177","Organic acid binding",4,2,1,0.255859611905368,"RS03920;argF",1
"Function","GO:0070008","Serine-type exopeptidase activity",4,2,1,0.255859611905368,"RS02770;RS03920",1
"Keyword","KW-0964","Secreted",4,2,1,0.255859611905368,"RS05045;RS05445",1
"KEGG","bbk01501","beta-Lactam resistance",4,2,1,0.255859611905368,"RS03320;RS03920",1
"InterPro","IPR002477","Peptidoglycan binding-like",4,2,1,0.255859611905368,"RS02050;RS02190",1
"InterPro","IPR012338","Beta-lactamase/transpeptidase-like",4,2,1,0.255859611905368,"RS02770;RS03920",1
"InterPro","IPR013324","RNA polymerase sigma factor, region 3/4-like",4,2,1,0.255859611905368,"RS00625;RS01230",1
"InterPro","IPR017926","Glutamine amidotransferase",4,2,1,0.255859611905368,"RS00330;guaA",1
"InterPro","IPR036365","PGBD-like superfamily",4,2,1,0.255859611905368,"RS02050;RS02190",1
"InterPro","IPR036366","PGBD superfamily",4,2,1,0.255859611905368,"RS02050;RS02190",1
"Pfam","PF01471","Putative peptidoglycan binding domain",4,2,1,0.255859611905368,"RS02050;RS02190",1
"KEGG","bbk00020","Citrate cycle (TCA cycle)",18,6,4.4,0.269794772147186,"RS00465;acnA;gltA;sdhA;sdhC;sdhD",1
"Process","GO:1903509","Liposaccharide metabolic process",11,4,2.7,0.276820269377011,"lpxB;lpxC;lpxK;waaA",1
"Function","GO:0019842","Vitamin binding",11,4,2.7,0.276820269377011,"RS03970;RS06280;glyA;lysA",1
"Process","GO:0006163","Purine nucleotide metabolic process",48,14,11.8,0.278890138934251,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;gmk;guaA;ndk;purL;purM;purQ",1
"Process","GO:0072521","Purine-containing compound metabolic process",48,14,11.8,0.278890138934251,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;gmk;guaA;ndk;purL;purM;purQ",1
"Function","GO:0016874","Ligase activity",75,21,18.5,0.284653398823161,"RS00555;RS00565;RS03865;RS05600;RS06620;RS06625;accC;atpA;atpC;atpD;cobT;gltX;glyS;guaA;hisS;ileS;panC;pncB;purL;purM;purQ",1
"Function","GO:0016887","ATP hydrolysis activity",22,7,5.4,0.286185455433438,"RS03525;RS04505;RS05600;clpX;ettA;recG;zapE",1
"Process","GO:0071840","Cellular component organization or biogenesis",99,27,24.4,0.301150427644113,"RS00540;RS00915;RS01935;RS02440;RS02770;RS03920;RS04505;RS06615;addA;flaF;flgA;flgD;flgK;flhA;flhB;fliP;fliQ;fliR;murJ;parE;prfA;recG;rlmH;rsfS;rsmA;sufD;topA",1
"Keyword","KW-0406","Ion transport",15,5,3.7,0.301644716277512,"RS00555;RS00565;atpA;atpC;atpD",1
"Keyword","KW-0653","Protein transport",15,5,3.7,0.301644716277512,"RS00855;flhA;flhB;fliP;secD",1
"Process","GO:0006811","Ion transport",45,13,11.1,0.303303212064664,"RS00175;RS00555;RS00565;RS02215;RS05350;RS05600;RS06380;atpA;atpC;atpD;mnhG;motA;pstA",1
"Process","GO:1901605","Alpha-amino acid metabolic process",45,13,11.1,0.303303212064664,"RS00330;RS02145;RS03635;RS03970;RS06280;RS06625;argF;argJ;glmS;glyA;guaA;lysA;purQ",1
"Process","GO:0006525","Arginine metabolic process",8,3,2,0.312789733644078,"RS06280;RS06625;argJ",1
"Process","GO:0006526","Arginine biosynthetic process",8,3,2,0.312789733644078,"RS06280;RS06625;argJ",1
"Process","GO:0006643","Membrane lipid metabolic process",8,3,2,0.312789733644078,"lpxB;lpxC;lpxK",1
"Process","GO:0006664","Glycolipid metabolic process",8,3,2,0.312789733644078,"lpxB;lpxC;lpxK",1
"Process","GO:0009247","Glycolipid biosynthetic process",8,3,2,0.312789733644078,"lpxB;lpxC;lpxK",1
"Process","GO:0046467","Membrane lipid biosynthetic process",8,3,2,0.312789733644078,"lpxB;lpxC;lpxK",1
"Function","GO:0016776","Phosphotransferase activity, phosphate group as acceptor",8,3,2,0.312789733644078,"cmk;gmk;ndk",1
"Keyword","KW-0055","Arginine biosynthesis",8,3,2,0.312789733644078,"RS06280;RS06625;argJ",1
"InterPro","IPR012337","Ribonuclease H-like superfamily",8,3,2,0.312789733644078,"RS05940;polA;rnhA",1
"Keyword","KW-0540","Nuclease",19,6,4.7,0.318646838051749,"RS00965;RS05940;addA;addB;polA;rnhA",1
"KEGG","bbk03440","Homologous recombination",19,6,4.7,0.318646838051749,"RS00540;holA;polA;recF;recG;recO",1
"Process","GO:0009165","Nucleotide biosynthetic process",61,17,15,0.321817183358845,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;cmk;coaA;gmk;guaA;ndk;nrdF;pncB;purL;purM;purQ",1
"Process","GO:1901293","Nucleoside phosphate biosynthetic process",61,17,15,0.321817183358845,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;cmk;coaA;gmk;guaA;ndk;nrdF;pncB;purL;purM;purQ",1
"Function","GO:0008135","Translation factor activity, RNA binding",12,4,3,0.340428135603514,"RS06615;infA;infB;prfA",1
"Function","GO:0045182","Translation regulator activity",12,4,3,0.340428135603514,"RS06615;infA;infB;prfA",1
"Function","GO:0090079","Translation regulator activity, nucleic acid binding",12,4,3,0.340428135603514,"RS06615;infA;infB;prfA",1
"Function","GO:0043167","Ion binding",312,80,77,0.344825672223974,"RS00250;RS00465;RS00540;RS00565;RS00915;RS00980;RS02145;RS02200;RS02325;RS03525;RS03540;RS03800;RS03885;RS03920;RS03970;RS03985;RS04285;RS04505;RS04980;RS04985;RS05350;RS05600;RS05750;RS06160;RS06280;RS06375;RS06380;RS06525;RS06540;RS06615;RS06620;RS06625;accC;acnA;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyA;glyS;gmk;guaA;hisS;ileS;infB;lpxC;lpxK;lysA;miaB;mnmE;ndk;nrdF;nuoE;nuoF;nuoG;panC;parE;pepN;purL;purM;purQ;radC;recF;recG;rnhA;sdhA;sdhC;sdhD;sufC;thiC;tkt;topA;tsaD;zapE",1
"Function","GO:0036094","Small molecule binding",240,62,59.2,0.345754747740575,"RS00250;RS00540;RS00565;RS00915;RS02145;RS02200;RS02325;RS03525;RS03540;RS03810;RS03885;RS03920;RS03970;RS03985;RS04285;RS04505;RS04965;RS04980;RS04985;RS05350;RS05600;RS06280;RS06375;RS06525;RS06540;RS06615;RS06620;RS06625;accC;addA;argF;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyA;glyS;gmk;guaA;hisS;ileS;infB;lpxK;lysA;mnmE;ndk;nuoF;panC;parE;purL;purM;purQ;recF;recG;sdhA;sufC;zapE",1
"Function","GO:0004527","Exonuclease activity",16,5,3.9,0.3572343940304,"RS00965;RS03870;RS05940;addA;polA",1
"Process","GO:0006265","DNA topological change",5,2,1.2,0.360080422047585,"parE;topA",1
"Process","GO:0008643","Carbohydrate transport",5,2,1.2,0.360080422047585,"RS02325;RS03540",1
"Process","GO:0046940","Nucleoside monophosphate phosphorylation",5,2,1.2,0.360080422047585,"cmk;gmk",1
"Process","GO:0051128","Regulation of cellular component organization",5,2,1.2,0.360080422047585,"RS06615;flbT",1
"Process","GO:1901264","Carbohydrate derivative transport",5,2,1.2,0.360080422047585,"RS02440;murJ",1
"Function","GO:0003916","DNA topoisomerase activity",5,2,1.2,0.360080422047585,"parE;topA",1
"Function","GO:0004177","Aminopeptidase activity",5,2,1.2,0.360080422047585,"RS06160;pepN",1
"Function","GO:0016758","Hexosyltransferase activity",5,2,1.2,0.360080422047585,"RS03920;lpxB",1
"Function","GO:0050145","Nucleoside monophosphate kinase activity",5,2,1.2,0.360080422047585,"cmk;gmk",1
"Keyword","KW-0799","Topoisomerase",5,2,1.2,0.360080422047585,"parE;topA",1
"InterPro","IPR006171","TOPRIM domain",5,2,1.2,0.360080422047585,"parE;topA",1
"InterPro","IPR011701","Major facilitator superfamily",5,2,1.2,0.360080422047585,"RS04360;RS05285",1
"Process","GO:0009260","Ribonucleotide biosynthetic process",47,13,11.6,0.367778588962102,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;guaA;ndk;purL;purM;purQ",1
"Process","GO:0009141","Nucleoside triphosphate metabolic process",24,7,5.9,0.37700777184095,"RS00555;RS00565;RS05600;atpA;atpC;atpD;ndk",1
"InterPro","IPR014729","Rossmann-like alpha/beta/alpha sandwich fold",24,7,5.9,0.37700777184095,"RS00500;RS06620;RS06625;gltX;guaA;ileS;panC",1
"Keyword","KW-0547","Nucleotide-binding",178,46,43.9,0.377128121824163,"RS00250;RS00540;RS00915;RS02200;RS02325;RS03540;RS03885;RS04285;RS04505;RS04980;RS04985;RS05350;RS06375;RS06525;RS06615;RS06620;RS06625;accC;addA;addB;atpA;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;infB;lpxK;mnmE;ndk;panC;parE;purL;purM;purQ;recF;recG;sufC;ubiB",1
"Function","GO:0051536","Iron-sulfur cluster binding",28,8,6.9,0.383361164173267,"RS00465;RS03800;acnA;miaB;nuoE;nuoF;nuoG;thiC",1
"Function","GO:0051540","Metal cluster binding",28,8,6.9,0.383361164173267,"RS00465;RS03800;acnA;miaB;nuoE;nuoF;nuoG;thiC",1
"Keyword","KW-0520","NAD",28,8,6.9,0.383361164173267,"RS03795;RS03800;RS03805;RS03810;nuoF;nuoG;nuoH;nuoN",1
"InterPro","IPR001412","Aminoacyl-tRNA synthetase, class I, conserved site",9,3,2.2,0.389860812172207,"RS06620;gltX;ileS",1
"Process","GO:0046390","Ribose phosphate biosynthetic process",48,13,11.8,0.400794298972447,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;guaA;ndk;purL;purM;purQ",1
"Process","GO:0009126","Purine nucleoside monophosphate metabolic process",17,5,4.2,0.413144424794301,"gmk;guaA;purL;purM;purQ",1
"Process","GO:0009167","Purine ribonucleoside monophosphate metabolic process",17,5,4.2,0.413144424794301,"gmk;guaA;purL;purM;purQ",1
"Component","GO:0019867","Outer membrane",21,6,5.2,0.418989955300706,"RS01505;RS02440;RS04425;RS05530;RS07145;flgH",1
"InterPro","IPR012340","Nucleic acid-binding, OB-fold",21,6,5.2,0.418989955300706,"RS01940;RS04720;infA;recG;recO;rpsA",1
"Function","GO:0017111","Nucleoside-triphosphatase activity",37,10,9.1,0.430456275099947,"RS03525;RS04505;RS05600;RS06615;clpX;ettA;infB;mnmE;recG;zapE",1
"Process","GO:0006520","Cellular amino acid metabolic process",73,19,18,0.436692672683125,"RS00330;RS02145;RS03635;RS03970;RS06280;RS06620;RS06625;argF;argJ;aroA;glmS;gltX;glyA;glyS;guaA;hisS;ileS;lysA;purQ",1
"Process","GO:0071806","Protein transmembrane transport",6,2,1.5,0.458315577553256,"RS05600;secD",1
"Function","GO:0005506","Iron ion binding",6,2,1.5,0.458315577553256,"RS03800;tsaD",1
"Function","GO:0008408","3-5 exonuclease activity",6,2,1.5,0.458315577553256,"RS05940;polA",1
"Function","GO:0043021","Ribonucleoprotein complex binding",6,2,1.5,0.458315577553256,"ettA;infA",1
"Function","GO:0043022","Ribosome binding",6,2,1.5,0.458315577553256,"ettA;infA",1
"Function","GO:0044877","Protein-containing complex binding",6,2,1.5,0.458315577553256,"ettA;infA",1
"Function","GO:0071949","FAD binding",6,2,1.5,0.458315577553256,"RS02145;RS03985",1
"InterPro","IPR001650","Helicase, C-terminal",6,2,1.5,0.458315577553256,"RS04285;recG",1
"InterPro","IPR010642","Invasion protein B",6,2,1.5,0.458315577553256,"RS01500;RS01510",1
"InterPro","IPR020846","Major facilitator superfamily domain",6,2,1.5,0.458315577553256,"RS04360;RS05285",1
"InterPro","IPR029058","Alpha/Beta hydrolase fold",6,2,1.5,0.458315577553256,"RS02025;RS04065",1
"InterPro","IPR035965","PAS domain superfamily",6,2,1.5,0.458315577553256,"RS01225;RS01975",1
"InterPro","IPR038696","Invasion protein B superfamily",6,2,1.5,0.458315577553256,"RS01500;RS01510",1
"Pfam","PF06776","Invasion associated locus B (IalB) protein",6,2,1.5,0.458315577553256,"RS01500;RS01510",1
"Pfam","PF07690","Major Facilitator Superfamily",6,2,1.5,0.458315577553256,"RS04360;RS05285",1
"Process","GO:1901137","Carbohydrate derivative biosynthetic process",86,22,21.2,0.462612397774252,"RS00555;RS00565;RS02770;RS03920;RS05600;accC;atpA;atpC;atpD;coaA;glmS;guaA;lpxB;lpxC;lpxK;murJ;ndk;nrdF;purL;purM;purQ;waaA",1
"Function","GO:0016811","Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",10,3,2.5,0.464582526901235,"RS02190;lpxC;purQ",1
"Function","GO:0016884","Carbon-nitrogen ligase activity, with glutamine as amido-N-donor",10,3,2.5,0.464582526901235,"guaA;purL;purQ",1
"KEGG","bbk00770","Pantothenate and CoA biosynthesis",10,3,2.5,0.464582526901235,"RS03635;coaA;panC",1
"InterPro","IPR005225","Small GTP-binding protein domain",10,3,2.5,0.464582526901235,"RS06615;infB;mnmE",1
"Process","GO:0016051","Carbohydrate biosynthetic process",14,4,3.5,0.467114605775656,"lpxB;lpxC;lpxK;waaA",1
"Function","GO:0008236","Serine-type peptidase activity",14,4,3.5,0.467114605775656,"RS02025;RS02770;RS03520;RS03920",1
"Function","GO:0017171","Serine hydrolase activity",14,4,3.5,0.467114605775656,"RS02025;RS02770;RS03520;RS03920",1
"Function","GO:0016757","Glycosyltransferase activity",18,5,4.4,0.468278906581653,"RS03920;RS06355;lpxB;pncB;waaA",1
"Function","GO:0016879","Ligase activity, forming carbon-nitrogen bonds",34,9,8.4,0.468681101578534,"RS03865;RS06625;accC;guaA;panC;pncB;purL;purM;purQ",1
"Keyword","KW-0234","DNA repair",22,6,5.4,0.468791642750931,"addA;addB;polA;recF;recG;recO",1
"Function","GO:0000166","Nucleotide binding",225,56,55.5,0.496045914617313,"RS00250;RS00540;RS00565;RS00915;RS02145;RS02200;RS02325;RS03525;RS03540;RS03810;RS03885;RS03985;RS04285;RS04505;RS04965;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06615;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;infB;lpxK;mnmE;ndk;nuoF;panC;parE;purL;purM;purQ;recF;recG;sdhA;sufC;zapE",1
"Function","GO:1901265","Nucleoside phosphate binding",225,56,55.5,0.496045914617313,"RS00250;RS00540;RS00565;RS00915;RS02145;RS02200;RS02325;RS03525;RS03540;RS03810;RS03885;RS03985;RS04285;RS04505;RS04965;RS04980;RS04985;RS05350;RS05600;RS06375;RS06525;RS06540;RS06615;RS06620;RS06625;accC;addA;atpA;atpC;atpD;clpX;cmk;coaA;dnaA;ettA;gltX;glyS;gmk;guaA;hisS;ileS;infB;lpxK;mnmE;ndk;nuoF;panC;parE;purL;purM;purQ;recF;recG;sdhA;sufC;zapE",1
"Process","GO:0022607","Cellular component assembly",35,9,8.6,0.508184699670732,"RS02440;flgA;flgK;flhA;flhB;fliQ;fliR;rsfS;sufD",1
"Keyword","KW-0227","DNA damage",23,6,5.7,0.517379177872705,"addA;addB;polA;recF;recG;recO",1
"Keyword","KW-0436","Ligase",60,15,14.8,0.527259849710467,"RS03865;RS06620;RS06625;accC;cobT;gltX;glyS;guaA;hisS;ileS;panC;pncB;purL;purM;purQ",1
"Process","GO:0009259","Ribonucleotide metabolic process",56,14,13.8,0.529784858214108,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;gmk;guaA;ndk;purL;purM;purQ",1
"Component","GO:0042597","Periplasmic space",11,3,2.7,0.534993373472819,"RS03520;RS05570;flgA",1
"Process","GO:0006605","Protein targeting",7,2,1.7,0.547178975211767,"fliR;secD",1
"Process","GO:0006886","Intracellular protein transport",7,2,1.7,0.547178975211767,"fliR;secD",1
"Process","GO:0046907","Intracellular transport",7,2,1.7,0.547178975211767,"fliR;secD",1
"Process","GO:0051649","Establishment of localization in cell",7,2,1.7,0.547178975211767,"fliR;secD",1
"Process","GO:0098656","Anion transmembrane transport",7,2,1.7,0.547178975211767,"RS05350;pstA",1
"Component","GO:0005829","Cytosol",7,2,1.7,0.547178975211767,"RS04720;nrdF",1
"Keyword","KW-0998","Cell outer membrane",7,2,1.7,0.547178975211767,"RS02440;flgH",1
"KEGG","bbk03420","Nucleotide excision repair",7,2,1.7,0.547178975211767,"RS04505;polA",1
"InterPro","IPR000795","Translational (tr)-type GTP-binding domain",7,2,1.7,0.547178975211767,"RS06615;infB",1
"InterPro","IPR003959","ATPase, AAA-type, core",7,2,1.7,0.547178975211767,"RS03525;clpX",1
"InterPro","IPR011990","Tetratricopeptide-like helical domain superfamily",7,2,1.7,0.547178975211767,"RS00325;RS00990",1
"Keyword","KW-0378","Hydrolase",110,27,27.1,0.552151629820626,"RS00540;RS00915;RS00965;RS02025;RS02190;RS02770;RS03520;RS03920;RS04065;RS04285;RS04505;RS05600;RS05940;RS05945;RS05960;RS06160;addA;addB;atpC;lpxC;mnmE;pepN;polA;purQ;radC;recG;rnhA",1
"Process","GO:0019693","Ribose phosphate metabolic process",57,14,14.1,0.560531091018296,"RS00555;RS00565;RS05600;accC;atpA;atpC;atpD;coaA;gmk;guaA;ndk;purL;purM;purQ",1
"Process","GO:0034654","Nucleobase-containing compound biosynthetic process",90,22,22.2,0.563563852663945,"RS00540;RS00555;RS00565;RS00625;RS01230;RS05600;accC;atpA;atpC;atpD;cmk;coaA;gmk;guaA;holA;ndk;nrdF;pncB;polA;purL;purM;purQ",1
"Process","GO:0000096","Sulfur amino acid metabolic process",3,1,0.7,0.572801181434574,"RS03970",1
"Process","GO:0000271","Polysaccharide biosynthetic process",3,1,0.7,0.572801181434574,"waaA",1
"Process","GO:0002949","tRNA threonylcarbamoyladenosine modification",3,1,0.7,0.572801181434574,"tsaD",1
"Process","GO:0003333","Amino acid transmembrane transport",3,1,0.7,0.572801181434574,"RS05350",1
"Process","GO:0005976","Polysaccharide metabolic process",3,1,0.7,0.572801181434574,"waaA",1
"Process","GO:0006241","CTP biosynthetic process",3,1,0.7,0.572801181434574,"ndk",1
"Process","GO:0006269","DNA replication, synthesis of RNA primer",3,1,0.7,0.572801181434574,"RS00540",1
"Process","GO:0006549","Isoleucine metabolic process",3,1,0.7,0.572801181434574,"RS03635",1
"Process","GO:0006591","Ornithine metabolic process",3,1,0.7,0.572801181434574,"argF",1
"Process","GO:0008653","Lipopolysaccharide metabolic process",3,1,0.7,0.572801181434574,"waaA",1
"Process","GO:0009081","Branched-chain amino acid metabolic process",3,1,0.7,0.572801181434574,"RS03635",1
"Process","GO:0009082","Branched-chain amino acid biosynthetic process",3,1,0.7,0.572801181434574,"RS03635",1
"Process","GO:0009097","Isoleucine biosynthetic process",3,1,0.7,0.572801181434574,"RS03635",1
"Process","GO:0009103","Lipopolysaccharide biosynthetic process",3,1,0.7,0.572801181434574,"waaA",1
"Process","GO:0009208","Pyrimidine ribonucleoside triphosphate metabolic process",3,1,0.7,0.572801181434574,"ndk",1
"Process","GO:0009209","Pyrimidine ribonucleoside triphosphate biosynthetic process",3,1,0.7,0.572801181434574,"ndk",1
"Process","GO:0009235","Cobalamin metabolic process",3,1,0.7,0.572801181434574,"cobT",1
"Process","GO:0009236","Cobalamin biosynthetic process",3,1,0.7,0.572801181434574,"cobT",1
"Process","GO:0009435","NAD biosynthetic process",3,1,0.7,0.572801181434574,"pncB",1
"Process","GO:0015939","Pantothenate metabolic process",3,1,0.7,0.572801181434574,"panC",1
"Process","GO:0016071","mRNA metabolic process",3,1,0.7,0.572801181434574,"flbT",1
"Process","GO:0030162","Regulation of proteolysis",3,1,0.7,0.572801181434574,"hflC",1
"Process","GO:0033692","Cellular polysaccharide biosynthetic process",3,1,0.7,0.572801181434574,"waaA",1
"Process","GO:0034637","Cellular carbohydrate biosynthetic process",3,1,0.7,0.572801181434574,"waaA",1
"Process","GO:0042255","Ribosome assembly",3,1,0.7,0.572801181434574,"rsfS",1
"Process","GO:0042886","Amide transport",3,1,0.7,0.572801181434574,"RS04985",1
"Process","GO:0043952","Protein transport by the Sec complex",3,1,0.7,0.572801181434574,"secD",1
"Process","GO:0044264","Cellular polysaccharide metabolic process",3,1,0.7,0.572801181434574,"waaA",1
"Process","GO:0046036","CTP metabolic process",3,1,0.7,0.572801181434574,"ndk",1
"Process","GO:0050790","Regulation of catalytic activity",3,1,0.7,0.572801181434574,"hflC",1
"Process","GO:0065009","Regulation of molecular function",3,1,0.7,0.572801181434574,"hflC",1
"Process","GO:0070525","tRNA threonylcarbamoyladenosine metabolic process",3,1,0.7,0.572801181434574,"tsaD",1
"Process","GO:0098661","Inorganic anion transmembrane transport",3,1,0.7,0.572801181434574,"pstA",1
"Process","GO:0106074","aminoacyl-tRNA metabolism involved in translational fidelity",3,1,0.7,0.572801181434574,"ileS",1
"Process","GO:2001293","malonyl-CoA metabolic process",3,1,0.7,0.572801181434574,"accC",1
"Process","GO:2001295","malonyl-CoA biosynthetic process",3,1,0.7,0.572801181434574,"accC",1
"Component","GO:0005657","Replication fork",3,1,0.7,0.572801181434574,"RS00540",1
"Component","GO:0009360","DNA polymerase III complex",3,1,0.7,0.572801181434574,"holA",1
"Component","GO:0030288","Outer membrane-bounded periplasmic space",3,1,0.7,0.572801181434574,"RS05570",1
"Component","GO:0030894","Replisome",3,1,0.7,0.572801181434574,"RS00540",1
"Component","GO:0032993","protein-DNA complex",3,1,0.7,0.572801181434574,"RS00540",1
"Component","GO:0042575","DNA polymerase complex",3,1,0.7,0.572801181434574,"holA",1
"Component","GO:1990077","Primosome complex",3,1,0.7,0.572801181434574,"RS00540",1
"Function","GO:0002161","aminoacyl-tRNA editing activity",3,1,0.7,0.572801181434574,"ileS",1
"Function","GO:0003690","Double-stranded DNA binding",3,1,0.7,0.572801181434574,"dnaA",1
"Function","GO:0004359","Glutaminase activity",3,1,0.7,0.572801181434574,"purQ",1
"Function","GO:0004601","Peroxidase activity",3,1,0.7,0.572801181434574,"RS05755",1
