"","baseMean","log2FoldChange","lfcSE","pvalue","padj","wp"
"lcl|NC_008783.1_cds_WP_005767713.1_975",411.073548646526,0.554250936988639,0.284855061379971,0.0239605816778249,0.0700477252013448,"WP_005767713.1"
"lcl|NC_008783.1_cds_WP_005767715.1_976",240.731653015666,0.494404249377277,0.20415242165532,0.00919979758796862,0.0328089166992616,"WP_005767715.1"
"lcl|NC_008783.1_cds_WP_005767717.1_977",270.455559947203,-0.175201384931718,0.213185483945407,0.3739407180775,0.532146406494904,"WP_005767717.1"
"lcl|NC_008783.1_cds_WP_005767719.1_978",92.75839741242,-0.0472843575345272,0.311490715865741,0.855490168908416,0.906244600374692,"WP_005767719.1"
"lcl|NC_008783.1_cds_WP_005767721.1_979",1366.82838958672,-0.787307180609313,0.220676032451207,9.76556216575657e-05,0.000776001718406428,"WP_005767721.1"
"lcl|NC_008783.1_cds_WP_005767722.1_980",135.013184815075,0.469450982372168,0.302321434278069,0.0658123311014421,0.150138343013695,"WP_005767722.1"
"lcl|NC_008783.1_cds_WP_005767724.1_981",203.856993515295,0.882859139683397,0.23555044670051,3.32102669201666e-05,0.000336076547294678,"WP_005767724.1"
"lcl|NC_008783.1_cds_WP_005767726.1_982",2523.95649345571,-0.0618005757137355,0.270223546638362,0.794165295994999,0.869787898792303,"WP_005767726.1"
"lcl|NC_008783.1_cds_WP_005767728.1_983",2169.65159935497,0.280771357653234,0.265781054744205,0.230287152923917,0.381876735380838,"WP_005767728.1"
"lcl|NC_008783.1_cds_WP_005767730.1_984",6501.66701329215,-0.077355268918346,0.219077244694161,0.7011433169406,0.808328809403768,"WP_005767730.1"
"lcl|NC_008783.1_cds_WP_005767732.1_985",1938.35206374089,0.963679347606342,0.239973825354651,7.86765402190036e-06,9.31530236193002e-05,"WP_005767732.1"
"lcl|NC_008783.1_cds_WP_005767738.1_986",69.793066731894,-0.813427312877663,0.244594521173687,0.000207519958857071,0.00139604335958393,"WP_005767738.1"
"lcl|NC_008783.1_cds_WP_005767740.1_987",420.347870687961,-0.236189588772002,0.199788518246017,0.205431248357471,0.354563554016393,"WP_005767740.1"
"lcl|NC_008783.1_cds_WP_005767742.1_988",292.550943606619,-0.25179009777665,0.229737735345624,0.22927900834101,0.381623649014898,"WP_005767742.1"
"lcl|NC_008783.1_cds_WP_005767744.1_989",784.807688198239,-0.061293755105324,0.193711464487393,0.735832185183992,0.831783107325055,"WP_005767744.1"
"lcl|NC_008783.1_cds_WP_005767746.1_990",532.156695196068,0.406247333413567,0.19545175278892,0.0263921469753398,0.0758453932495202,"WP_005767746.1"
"lcl|NC_008783.1_cds_WP_005767748.1_991",1870.04134971062,-0.121165308281353,0.232337826145184,0.566479180109964,0.713778474714224,"WP_005767748.1"
"lcl|NC_008783.1_cds_WP_051007750.1_992",1632.08889352928,-0.61175349622392,0.312450327582857,0.0188063742960622,0.0575368143838181,"WP_051007750.1"
"lcl|NC_008783.1_cds_WP_052467648.1_993",239.611688481658,0.104116702794022,0.314981757250958,0.69029550639209,0.802070539321133,"WP_052467648.1"
"lcl|NC_008783.1_cds_WP_005767753.1_994",1971.70661933439,-0.643512954862796,0.280027946575406,0.00797581533997041,0.0297897960962933,"WP_005767753.1"
"lcl|NC_008783.1_cds_WP_011807413.1_995",2809.25162500941,0.112344472621502,0.15058289240824,0.438379140589373,0.594548570971154,"WP_011807413.1"
"lcl|NC_008783.1_cds_WP_005767757.1_996",96.8432147116182,0.230605871110089,0.223438088770996,0.260159832837696,0.414017798494398,"WP_005767757.1"
"lcl|NC_008783.1_cds_WP_005767758.1_997",145.729479458758,-0.375402546097985,0.357263677545642,0.177259631890198,0.317511957878963,"WP_005767758.1"
"lcl|NC_008783.1_cds_WP_005767760.1_998",141.964585949376,-0.859574651970779,0.309992850526923,0.000909769298896045,0.00490889372005186,"WP_005767760.1"
"lcl|NC_008783.1_cds_WP_005767762.1_999",361.691151328798,0.285953266373757,0.281996352191495,0.241080027538529,0.396442711952247,"WP_005767762.1"
"lcl|NC_008783.1_cds_WP_011807415.1_1000",582.08809672922,0.100974004089831,0.269117768767241,0.668994510705718,0.788148756891115,"WP_011807415.1"
"lcl|NC_008783.1_cds_WP_005767766.1_1001",596.280748855099,0.526236539117473,0.257886162860038,0.0214363931812501,0.063931207875567,"WP_005767766.1"
"lcl|NC_008783.1_cds_WP_005767768.1_1002",159.687073404352,0.458177633930195,0.354573319248724,0.0989807714614465,0.203107856863696,"WP_005767768.1"
"lcl|NC_008783.1_cds_WP_005767770.1_1003",1974.55983045344,-0.0852074855874743,0.27415025322439,0.721760296574896,0.8224871907071,"WP_005767770.1"
"lcl|NC_008783.1_cds_WP_005767773.1_1004",487.382903215122,0.264032216265367,0.242223565556399,0.226588506071321,0.379463636758762,"WP_005767773.1"
"lcl|NC_008783.1_cds_WP_005767776.1_1005",400.878461313396,1.14586651625043,0.238981485193181,9.15300304423834e-08,2.25774075091212e-06,"WP_005767776.1"
"lcl|NC_008783.1_cds_WP_005767779.1_1006",517.322350033419,0.885639827487309,0.25568300981727,9.31876861706617e-05,0.000750572928068459,"WP_005767779.1"
"lcl|NC_008783.1_cds_WP_005767781.1_1007",761.499790094033,0.72901032448161,0.202155146380653,0.000104768972007738,0.000818087591193394,"WP_005767781.1"
"lcl|NC_008783.1_cds_WP_005767784.1_1008",747.380366221792,0.288279830996962,0.269497527054383,0.222634875364779,0.37443138129531,"WP_005767784.1"
"lcl|NC_008783.1_cds_WP_005767788.1_1009",1005.57404396483,0.00895668361931484,0.20523784524824,0.96257642719174,0.974094435722239,"WP_005767788.1"
"lcl|NC_008783.1_cds_WP_005767791.1_1010",625.066132850591,-0.384273842151489,0.309538050052697,0.137630766278353,0.263680950280858,"WP_005767791.1"
"lcl|NC_008783.1_cds_WP_005767793.1_1011",407.539331549313,-0.206742115756211,0.264525426703757,0.375476589173132,0.53248243500104,"WP_005767793.1"
"lcl|NC_008783.1_cds_WP_011807418.1_1012",599.295598489743,-0.449672997731901,0.225210370219351,0.0290243063544256,0.0817898450390899,"WP_011807418.1"
"lcl|NC_008783.1_cds_WP_011807419.1_1013",176.800547284834,0.270562934286618,0.33788242249894,0.318446323491431,0.473668903283736,"WP_011807419.1"
"lcl|NC_008783.1_cds_WP_005767802.1_1014",464.231681233764,0.0260449422620192,0.325538307551617,0.922001267516385,0.949483774585476,"WP_005767802.1"
